condicao_id,sintoma_1,sintoma_2,doenca_associada,risco_sugerido,fontes_ids
arritmia_fibrilacao_atrial,tontura,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,quase desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,sensação de desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
bloqueio_conducao_bradiarritmia,apagão,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,cabeça leve,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,apagão,tontura,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,batimento falhando,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cabeça leve,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cansaço intenso,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,cansaço intenso,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,coração muito lento ou irregular,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,apagão,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,cabeça leve,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,desmaio,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,quase desmaio,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desconforto no peito,tontura,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,cabeça leve,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,desmaio,tontura,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dificuldade para respirar à noite,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dificuldade para respirar à noite,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dificuldade para respirar à noite,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dificuldade para respirar à noite,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dificuldade para respirar à noite,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,apagão,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,cabeça leve,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,desmaio,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,quase desmaio,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,dor no peito,tontura,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,fadiga,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,fadiga,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,falta de ar,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,falta de ar,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,falta de ar,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,falta de ar,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,falta de ar,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,fraqueza,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,fraqueza,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,palpitações,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,cabeça leve,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,quase desmaio,tontura,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,respiração curta,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,respiração curta,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,respiração curta,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,respiração curta,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,respiração curta,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,batimento falhando,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,cansaço intenso,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,coração muito lento ou irregular,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,dificuldade para respirar à noite,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,enjoo,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,fadiga,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,falta de ar,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,fraqueza,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,náusea,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,palpitações,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
bloqueio_conducao_bradiarritmia,tontura,respiração curta,Bloqueio de Condução / Bradiarritmia,alto_risco,S03|S10
cardiomiopatia,batimentos irregulares,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,batimentos irregulares,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,batimentos irregulares,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,cansaço mesmo depois de descansar,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,coração acelerado,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,coração acelerado,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,coração acelerado,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,desmaio,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,desmaio,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,desmaio,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,desmaio,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,desmaio,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,desmaio,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,cansaço mesmo depois de descansar,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,dor no peito após esforço,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,dor no peito depois de refeição pesada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,fadiga mesmo em repouso,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,fraqueza persistente,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,pressão no peito após atividade,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dispneia ao esforço,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,cansaço mesmo depois de descansar,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,fadiga mesmo em repouso,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,fraqueza persistente,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito após esforço,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,cansaço mesmo depois de descansar,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,fadiga mesmo em repouso,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,fraqueza persistente,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,dor no peito depois de refeição pesada,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fadiga mesmo em repouso,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,cansaço mesmo depois de descansar,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,dor no peito após esforço,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,dor no peito depois de refeição pesada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,fadiga mesmo em repouso,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,fraqueza persistente,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,pressão no peito após atividade,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar após esforço,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,cansaço mesmo depois de descansar,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,dor no peito após esforço,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,dor no peito depois de refeição pesada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,fadiga mesmo em repouso,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,fraqueza persistente,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,mãos inchadas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,palpitações,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,pressão no peito após atividade,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,quase desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,falta de ar depois de comer muito,tontura,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fraqueza persistente,barriga inchada,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fraqueza persistente,batimentos irregulares,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fraqueza persistente,coração acelerado,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fraqueza persistente,desmaio,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fraqueza persistente,inchaço nas pernas,Cardiomiopatia,alto_risco,S13
cardiomiopatia,fraqueza persistente,mãos inchadas,Cardiomiopatia,alto_risco,S13
